id,type,data
584,2,"[[6877,0,0],[6878,0,0],[6879,-1,0],[6880,-1,0],[6881,0,0],[6882,0,0],[6883,-1,0],[6884,0,0],[6885,0,0],[6886,1,0],[6887,0,-2],[6888,-1,0],[6889,0,0],[6890,0,0],[6891,-2,0]]"
585,4,"[[6892,4,1],[6893,4,1]]"
586,1,"[[6894,-2,-1],[6895,0,-1],[6896,0,-1],[6897,0,0],[6898,0,0],[6899,0,0],[6900,0,-2],[6901,0,-1],[6902,0,0],[6903,0,0],[6904,0,0],[6905,0,-1],[6906,-2,-1],[6907,-1,-1],[6908,0,-1],[6909,0,0],[6910,0,0],[6911,0,0],[6912,0,-1],[6913,0,-1]]"
587,2,"[[6914,0,0],[6915,0,0],[6916,0,0],[6917,-1,0],[6918,0,0],[6919,0,0],[6920,-1,0],[6921,0,0],[6922,0,0],[6923,1,0],[6924,0,-1],[6925,0,0],[6926,0,0],[6927,0,0],[6928,-1,0]]"
588,4,"[[6929,6,8],[6930,5,8]]"
589,5,"[[6931,0,-1],[6932,0,-1]]"
590,1,"[[6933,-5,-3],[6934,0,-2],[6935,-1,-3],[6936,-2,-2],[6937,0,-4],[6938,-5,-2],[6939,0,-4],[6940,0,-3],[6941,-4,0],[6942,-4,0],[6943,-2,-2],[6944,-1,-5],[6945,-7,-3],[6946,-6,-3],[6947,0,-3],[6948,0,0],[6949,-4,-2],[6950,-5,0],[6951,0,-3],[6952,0,-3]]"
591,2,"[[6953,1,0],[6954,1,0],[6955,-2,1],[6956,-2,1],[6957,2,0],[6958,-2,0],[6959,-2,1],[6960,0,0],[6961,3,0],[6962,1,0],[6963,2,-2],[6964,0,-2],[6965,0,-3],[6966,0,0],[6967,0,0]]"
592,0,"[[6968,0,1],[6969,0,1],[6970,0,1],[6971,0,1],[6972,0,1]]"
593,1,"[[6973,0,-1],[6974,0,0],[6975,0,-1],[6976,0,0],[6977,0,0],[6978,0,0],[6979,0,-1],[6980,0,-1],[6981,0,0],[6982,0,0],[6983,0,0],[6984,0,-1],[6985,0,-1],[6986,0,-1],[6987,0,-1],[6988,0,0],[6989,0,0],[6990,0,0],[6991,0,-1],[6992,0,-1]]"
594,2,"[[6993,-2,0],[6994,-1,0],[6995,-3,0],[6996,-1,0],[6997,-1,0],[6998,-1,0],[6999,0,0],[7000,-2,0],[7001,-2,0],[7002,-1,0],[7003,-2,0],[7004,0,0],[7005,0,-1],[7006,0,0],[7007,-1,0]]"
595,0,"[[7008,0,-3],[7009,0,-3],[7010,0,-3],[7011,0,-3],[7012,0,-4]]"
596,1,"[[7013,0,-1],[7014,0,0],[7015,0,-1],[7016,0,0],[7017,0,0],[7018,0,0],[7019,0,-1],[7020,0,-1],[7021,0,0],[7022,0,0],[7023,0,0],[7024,0,-1],[7025,0,-1],[7026,0,-1],[7027,0,-1],[7028,0,0],[7029,0,0],[7030,0,0],[7031,0,-1],[7032,0,-1]]"
597,2,"[[7033,-2,0],[7034,-1,0],[7035,-2,0],[7036,-1,0],[7037,-1,0],[7038,-1,0],[7039,0,0],[7040,-2,0],[7041,-2,0],[7042,-2,0],[7043,-2,0],[7044,0,0],[7045,0,-1],[7046,0,0],[7047,-1,0]]"
598,0,"[[7048,0,-3],[7049,0,-3],[7050,0,-3],[7050,0,-3],[7055,0,-3]]"
599,0,"[[7051,0,-3],[7052,0,-3],[7053,0,-3],[7054,0,-3],[7055,0,-3]]"
600,1,"[[7056,-3,-2],[7057,0,-2],[7058,0,-3],[7059,0,0],[7060,0,-1],[7061,0,-2],[7062,0,-3],[7063,0,-2],[7064,0,0],[7065,0,0],[7066,0,0],[7067,0,-2],[7068,-2,-2],[7069,-1,-2],[7070,0,-2],[7071,0,0],[7072,0,-2],[7073,0,0],[7074,0,-3],[7075,0,-3]]"
601,2,"[[7076,-2,0],[7077,-1,0],[7078,-4,0],[7079,0,0],[7080,-1,0],[7081,-1,0],[7082,-1,0],[7083,-2,0],[7084,-2,0],[7085,-1,0],[7086,-2,0],[7087,0,0],[7088,0,0],[7089,0,0],[7090,-1,0]]"
602,3,"[[7091,10,18],[7092,15,21],[7092,10,22],[7092,11,22],[7092,11,21],[7092,13,23],[7092,18,28],[7092,18,23],[7092,17,23],[7093,22,11],[7094,6,14],[7094,0,0],[7095,13,6],[7096,8,1],[7097,0,0],[7094,0,0],[7092,7,19],[7092,7,19],[7092,21,23],[7092,12,28],[7092,24,24],[7092,16,29],[7092,22,12],[7092,17,20]]"
603,3,"[[7098,-6,12],[7099,23,16],[7099,19,21],[7100,-9,16],[7100,-9,16],[7104,33,7],[7101,7,5],[7101,7,-1],[7101,7,-1],[7099,23,12],[7102,-33,4],[79,0,0],[7103,17,6],[7103,11,7],[7104,13,11],[7102,-36,-11],[7098,-7,4],[7098,-8,6],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
604,3,"[[7106,0,0],[7107,20,0],[7107,16,0],[7108,20,0],[7108,20,0],[7107,19,0],[7109,26,0],[7107,27,0],[7107,27,0],[7110,0,5],[79,3,1],[79,0,0],[7111,0,3],[7112,0,2],[7113,5,9],[79,0,0],[7114,0,0],[7114,0,0],[7116,5,0],[7115,0,0],[7116,5,0],[7115,0,0],[7117,3,0],[7118,3,0]]"
605,3,"[[7119,1,21],[7120,-4,5],[7120,-4,7],[7121,-1,-1],[7121,-1,-1],[7122,-3,1],[7123,-3,6],[7123,-3,0],[7123,-3,0],[7120,1,-4],[7124,-1,-1],[79,0,0],[7125,18,-2],[7126,6,-3],[7127,12,18],[79,0,0],[7128,1,11],[7128,1,10],[7128,-5,10],[7129,-3,1],[7130,-3,1],[7131,-1,1],[7132,-5,0],[7133,-6,-3]]"
606,3,"[[7134,9,17],[7135,14,20],[7135,9,21],[7135,10,21],[7135,10,20],[7135,12,22],[7135,17,27],[7135,17,22],[7135,16,22],[7136,22,11],[7137,6,14],[7137,0,0],[7138,13,6],[7139,8,1],[7140,0,0],[7137,0,0],[7135,6,18],[7135,6,18],[7135,20,22],[7135,11,27],[7135,23,23],[7135,15,28],[7135,21,11],[7135,16,19]]"
607,3,"[[7141,-8,11],[79,24,16],[7141,-4,14],[7145,1,-1],[7145,0,0],[7142,32,16],[7141,-4,16],[7141,-4,10],[7141,-4,10],[7141,2,4],[7141,-28,-3],[7141,-40,-19],[7147,16,-1],[7147,10,-1],[7146,13,11],[79,0,0],[79,0,0],[79,0,0],[7141,-4,7],[7145,4,2],[7148,-4,8],[7145,5,2],[79,0,0],[79,0,0]]"
608,3,"[[7149,0,0],[7150,20,0],[7150,16,0],[7151,20,0],[7151,20,0],[7150,19,0],[7152,26,0],[7150,27,0],[7150,27,0],[7153,0,5],[79,13,5],[79,0,0],[7154,0,3],[7155,0,2],[7156,5,9],[79,0,0],[7157,0,0],[7157,0,0],[7159,5,0],[7158,0,0],[7159,5,0],[7158,0,0],[7160,3,0],[7161,3,0]]"
609,3,"[[7162,1,21],[7163,-4,5],[7163,-4,7],[7164,-1,-1],[7164,-1,-1],[7165,-3,1],[7166,-3,6],[7166,-3,0],[7166,-3,0],[7163,1,-4],[7167,-1,-1],[79,0,0],[7168,19,-2],[7169,8,-3],[7170,12,18],[79,0,0],[7171,1,11],[7171,1,10],[7171,-5,10],[7172,-3,1],[7173,-3,1],[7174,-1,1],[7175,-5,0],[7176,-6,-3]]"
610,3,"[[7178,10,18],[7177,15,21],[7177,10,22],[7177,11,22],[7177,11,21],[7177,13,23],[7177,18,28],[7177,18,23],[7177,17,23],[7182,27,13],[79,0,0],[79,0,0],[7179,21,4],[7180,10,0],[7181,14,1],[79,0,0],[7177,7,19],[7177,7,19],[79,21,23],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
611,3,"[[7183,19,1],[7184,21,3],[7184,17,4],[7184,21,0],[7184,21,0],[7184,19,3],[7184,27,10],[7184,27,5],[7184,28,4],[7184,22,-7],[7184,1,-5],[7184,-6,-20],[79,12,11],[79,0,0],[7184,-2,13],[7184,-3,-20],[7184,23,0],[7184,22,1],[7184,31,4],[7184,24,9],[7184,34,5],[7184,28,10],[7185,-2,3],[7186,1,7]]"
612,3,"[[7187,19,4],[7188,21,7],[7188,17,8],[7188,21,4],[7188,21,4],[7188,19,7],[7188,27,14],[7188,27,8],[7188,27,8],[7188,22,-3],[7188,3,-2],[7188,-6,-16],[79,20,7],[79,0,0],[7188,-2,17],[7188,-4,-16],[7188,23,4],[7188,22,4],[7188,30,8],[7188,23,13],[7188,33,9],[7188,28,14],[7189,3,3],[7190,5,8]]"
613,0,"[[7191,0,0],[7192,0,0],[7193,0,0],[7193,0,0],[7194,1,0]]"
614,0,"[[7195,0,0],[7196,0,0],[7197,0,0],[7198,0,0],[7199,0,0]]"
615,0,"[[7200,1,0],[7200,1,0],[7200,1,0],[7200,1,0],[7201,1,0]]"
616,0,"[[7202,0,0],[7202,0,0],[7203,0,0],[7203,0,0],[7204,0,0]]"
617,5,"[[7205,1,-4],[7206,2,-4]]"
618,1,"[[7207,0,0],[7208,0,0],[7209,0,0],[7210,0,0],[7211,0,0],[7212,0,0],[7213,0,0],[7214,0,0],[7215,-1,0],[7216,-1,0],[7217,0,0],[7218,0,0],[7219,0,0],[7220,0,0],[7221,0,0],[7222,0,0],[7223,0,0],[7224,0,0],[7225,0,0],[7226,0,0]]"
619,2,"[[7227,1,0],[7228,0,0],[7229,0,0],[7230,0,0],[7231,0,0],[7232,0,0],[7233,0,0],[7234,0,0],[7235,0,0],[7236,1,0],[7237,0,0],[7238,0,0],[7239,0,1],[7240,0,1],[7241,0,0]]"
620,5,"[[7242,1,-2],[7243,1,-2]]"
621,1,"[[7244,0,0],[7245,0,0],[7246,0,0],[7247,0,0],[7248,0,0],[7249,0,0],[7250,0,0],[7251,0,0],[7252,0,0],[7253,0,0],[7254,0,0],[7255,0,0],[7256,0,0],[7257,0,0],[7258,0,0],[7259,0,0],[7260,0,0],[7261,0,0],[7262,0,0],[7263,0,0]]"
622,2,"[[7264,1,0],[7265,0,0],[7266,-1,0],[7267,0,0],[7268,0,0],[7269,0,0],[7270,0,0],[7271,0,0],[7272,0,0],[7273,0,0],[7274,0,0],[7275,0,0],[7276,0,1],[7277,0,0],[7278,0,0]]"
623,5,"[[7279,2,1],[7280,2,1]]"
624,1,"[[7281,0,0],[7282,0,0],[7283,0,0],[7284,0,0],[7285,0,0],[7286,0,0],[7287,0,0],[7288,0,0],[7289,0,0],[7290,0,0],[7291,0,0],[7292,0,0],[7293,0,0],[7294,0,0],[7295,0,0],[7296,0,0],[7297,0,0],[7298,0,0],[7299,0,0],[7300,0,0]]"
625,2,"[[7301,1,0],[7302,0,0],[7303,-1,0],[7304,0,0],[7305,0,0],[7306,0,0],[7307,0,0],[7308,1,0],[7309,1,0],[7310,2,0],[7311,1,-1],[7312,0,0],[7313,0,1],[7314,0,0],[7315,-1,0]]"
626,5,"[[7316,1,-1],[7317,0,-1]]"
627,5,"[[7318,1,-3],[7319,0,-3]]"
628,5,"[[7320,-2,-2],[7321,2,-2]]"
629,5,"[[7322,2,-2],[7323,2,-2]]"
630,4,"[[6818,0,-4],[6819,2,-4]]"
631,4,"[[6931,1,-1],[6932,1,-1]]"
632,5,"[[7324,1,-1],[7325,0,-1]]"
633,5,"[[7326,1,0],[7327,2,0]]"
634,5,"[[7328,1,-2],[7329,0,-2]]"
635,5,"[[7330,1,-3],[7331,0,-3]]"
636,4,"[[7332,1,0],[7333,1,0]]"
637,1,"[[7334,-2,-3],[7335,0,-2],[7336,0,-3],[7337,0,0],[7338,0,-2],[7339,0,-2],[7340,0,-4],[7341,0,-3],[7342,0,0],[7343,0,0],[7344,-1,0],[7345,0,-2],[7346,0,-2],[7347,0,-2],[7348,0,-3],[7349,0,0],[7350,0,-2],[7351,0,0],[7352,0,-3],[7353,0,-3]]"
638,2,"[[7354,1,0],[7355,0,0],[7356,-1,0],[7357,0,0],[7358,0,0],[7359,0,0],[7360,0,0],[7361,1,0],[7362,1,0],[7363,2,0],[7364,1,-1],[7365,0,0],[7366,0,1],[7367,0,0],[7368,0,0]]"
639,4,"[[7369,4,1],[7370,4,1]]"
640,1,"[[7371,-2,-3],[7372,0,-2],[7373,0,-3],[7374,0,0],[7375,0,-2],[7376,0,-2],[7377,0,-4],[7378,0,-3],[7379,0,0],[7380,0,0],[7381,-1,0],[7382,0,-2],[7383,0,-2],[7384,0,-2],[7385,0,-3],[7386,0,0],[7387,0,-2],[7388,0,0],[7389,0,-3],[7390,0,-3]]"
641,2,"[[7391,1,0],[7392,0,0],[7393,-1,0],[7394,0,0],[7395,0,0],[7396,0,0],[7397,0,0],[7398,1,0],[7399,1,0],[7400,2,0],[7401,1,-1],[7402,0,0],[7403,0,1],[7404,0,0],[7405,0,0]]"
642,4,"[[7406,3,-2],[7407,3,-2]]"
643,1,"[[7408,-2,-3],[7409,0,-2],[7410,0,-3],[7411,0,0],[7412,0,-2],[7413,0,-2],[7414,0,-4],[7415,0,-3],[7416,0,0],[7417,0,0],[7418,-1,0],[7419,0,-2],[7420,0,-2],[7421,0,-2],[7422,0,-3],[7423,0,0],[7424,0,-2],[7425,0,0],[7426,0,-3],[7427,0,-3]]"
644,2,"[[7428,1,0],[7429,0,0],[7430,-1,0],[7431,0,0],[7432,0,0],[7433,0,0],[7434,0,0],[7435,0,0],[7436,0,0],[7437,0,0],[7438,0,0],[7439,0,0],[7440,0,1],[7441,0,0],[7442,0,0]]"
645,5,"[[7443,2,0],[7444,2,0]]"
646,1,"[[7445,-2,-1],[7446,0,0],[7447,0,-1],[7448,0,0],[7449,0,-1],[7450,0,-2],[7451,0,-2],[7452,0,-1],[7453,0,0],[7454,0,0],[7455,0,0],[7456,0,-1],[7457,0,-2],[7458,0,-2],[7459,0,-2],[7460,0,0],[7461,0,-2],[7462,0,0],[7463,0,-2],[7464,0,-2]]"
647,2,"[[7465,0,0],[7466,0,0],[7467,0,0],[7468,0,0],[7469,0,0],[7470,0,0],[7471,0,0],[7472,0,0],[7473,0,0],[7474,0,0],[7475,0,0],[7476,0,0],[7477,0,0],[7478,0,0],[7479,0,0]]"
648,4,"[[7480,3,1],[7481,4,1]]"
649,1,"[[7482,0,0],[7483,0,0],[7484,0,0],[7485,0,0],[7486,0,0],[7487,0,0],[7488,0,0],[7489,0,0],[7490,0,0],[7491,0,0],[7492,0,0],[7493,0,0],[7494,0,0],[7495,0,0],[7496,0,0],[7497,0,0],[7498,0,0],[7499,0,0],[7500,0,0],[7501,0,0]]"
650,2,"[[7502,1,0],[7503,0,0],[7504,-1,0],[7505,0,0],[7506,0,0],[7507,0,0],[7508,-1,0],[7509,1,0],[7510,1,0],[7511,1,0],[7512,0,0],[7513,0,0],[7514,0,0],[7515,0,0],[7516,-1,0]]"
651,1,"[[7517,0,0],[7518,0,0],[7519,0,0],[7520,0,0],[7521,0,0],[7522,0,0],[7523,0,0],[7524,0,0],[7525,0,0],[7526,0,0],[7527,0,0],[7528,0,0],[7529,0,0],[7530,0,0],[7531,0,0],[7532,0,0],[7533,0,0],[7534,0,0],[7535,0,0],[7536,0,0]]"
652,2,"[[7537,1,0],[7538,0,0],[7539,-1,0],[7540,-1,0],[7541,0,0],[7542,-1,0],[7543,-1,0],[7544,1,0],[7545,1,0],[7546,1,0],[7547,0,-1],[7548,0,0],[7549,0,0],[7550,0,0],[7551,-1,0]]"
653,4,"[[7552,2,-3],[7553,2,-3]]"
654,1,"[[7554,0,0],[7555,0,0],[7556,0,0],[7557,0,0],[7558,0,0],[7559,0,0],[7560,0,0],[7561,0,0],[7562,0,0],[7563,0,0],[7564,0,0],[7565,0,0],[7566,0,0],[7567,0,0],[7568,0,0],[7569,0,0],[7570,0,0],[7571,0,0],[7572,0,0],[7573,0,0]]"
655,2,"[[7574,1,0],[7575,0,0],[7576,-1,0],[7577,0,0],[7578,0,0],[7579,0,0],[7580,0,0],[7581,0,0],[7582,0,0],[7583,0,0],[7584,0,0],[7585,0,0],[7586,0,1],[7587,0,0],[7588,0,0]]"
656,4,"[[7589,2,-2],[7590,2,-2]]"
657,1,"[[7591,0,-1],[7592,0,0],[7593,0,0],[7594,0,0],[7595,0,0],[7596,0,0],[7597,0,-1],[7598,0,-1],[7599,0,0],[7600,0,0],[7601,0,0],[7602,0,0],[7603,0,-1],[7604,0,-1],[7605,0,0],[7606,0,0],[7607,0,0],[7608,0,0],[7609,0,0],[7610,0,0]]"
658,2,"[[7611,0,0],[7612,0,0],[7613,-1,0],[7614,0,0],[7615,0,0],[7616,0,0],[7617,-1,0],[7618,0,0],[7619,0,0],[7620,0,0],[7621,0,0],[7622,0,0],[7623,0,0],[7624,0,0],[7625,-1,0]]"
659,0,"[[7626,-3,-6],[7627,-3,-6],[7628,-3,-6],[7629,-3,-6],[7630,-3,-6]]"
660,1,"[[7631,-5,-7],[7632,-1,-7],[7633,-2,-7],[7634,-4,-6],[7635,-1,-6],[7636,-4,-6],[7637,-2,-8],[7638,0,-6],[7639,-6,-8],[7640,-6,-7],[7641,-5,-7],[7642,-2,-8],[7643,-6,-7],[7644,-5,-7],[7645,-6,-7],[7646,-5,-7],[7647,-8,-5],[7648,-6,-6],[7649,-4,-6],[7650,-5,-6]]"
661,2,"[[7651,-1,0],[7652,0,0],[7653,-1,0],[7654,0,0],[7655,0,0],[7656,0,0],[7657,0,0],[7658,2,0],[7659,6,0],[7660,7,0],[7661,3,-1],[7662,0,0],[7663,0,0],[7664,-4,0],[7665,-1,0]]"
662,4,"[[7666,3,0],[7667,2,0]]"
663,1,"[[7668,-3,-22],[7669,0,-21],[7670,0,-22],[7671,0,-19],[7672,0,-21],[7673,0,-21],[7674,0,-22],[7675,0,-21],[7676,-1,-6],[7677,-1,-4],[7678,0,-17],[7679,0,-20],[7680,-4,-21],[7681,-3,-21],[7682,0,-22],[7683,0,-17],[7684,0,-19],[7685,0,-15],[7686,0,-22],[7687,0,-22]]"
664,1,"[[7688,0,0],[7689,0,0],[7690,0,0],[7691,0,0],[7692,0,0],[7693,0,0],[7694,0,0],[7695,0,0],[7696,-1,0],[7697,-1,0],[7698,0,0],[7699,0,0],[7700,0,0],[7701,0,0],[7702,0,0],[7703,0,0],[7704,0,0],[7705,0,0],[7706,0,0],[7707,0,0]]"
665,0,"[[7708,1,0],[7709,1,0],[7710,1,0],[7711,1,0],[7712,1,0]]"
666,1,"[[7713,-1,-5],[7714,0,-4],[7715,0,-5],[7716,0,-1],[7717,0,-3],[7718,0,-4],[7719,0,-6],[7720,0,-5],[7721,-1,0],[7722,-1,0],[7723,-2,-1],[7724,0,-5],[7725,0,-5],[7726,0,-5],[7727,0,-6],[7728,0,-1],[7729,0,-4],[7730,0,0],[7731,0,-5],[7732,0,-5]]"
667,2,"[[7733,3,0],[7734,0,0],[7735,-1,0],[7736,0,0],[7737,0,0],[7738,0,0],[7739,0,0],[7740,0,0],[7741,0,0],[7742,0,0],[7743,0,0],[7744,0,0],[7745,0,1],[7746,0,0],[7747,0,0]]"
668,0,"[[7748,-1,-1],[7749,-1,-1],[7750,-1,-1],[7751,-1,-1],[7752,-1,-1]]"
669,1,"[[7753,0,-3],[7754,0,-4],[7755,0,-5],[7756,0,-2],[7757,0,-4],[7758,0,-5],[7759,0,-6],[7760,0,-5],[7761,-3,0],[7762,-3,0],[7763,-3,-1],[7764,0,-4],[7765,0,-4],[7766,0,-4],[7767,0,-5],[7768,0,0],[7769,0,-5],[7770,0,-1],[7771,0,-5],[7772,0,-5]]"
670,2,"[[7773,2,0],[7774,0,0],[7775,0,0],[7776,0,0],[7777,0,0],[7778,0,0],[7779,0,0],[7780,0,0],[7781,0,0],[7782,1,0],[7783,1,0],[7784,0,0],[7785,0,1],[7786,0,1],[7787,0,0]]"
671,0,"[[7788,-1,-2],[7789,-1,-2],[7790,-1,-2],[7791,-1,-2],[7792,-1,-2]]"
672,1,"[[7793,-1,-4],[7794,-1,-4],[7795,-2,-4],[7796,0,-1],[7797,0,-4],[7798,-1,-3],[7799,0,-4],[7800,0,-4],[7801,-2,0],[7802,-2,0],[7803,-1,-2],[7804,0,-4],[7805,-3,-4],[7806,-2,-4],[7807,0,-4],[7808,0,0],[7809,0,-3],[7810,0,0],[7811,0,-4],[7812,0,-4]]"
673,2,"[[7813,1,0],[7814,0,0],[7815,0,0],[7816,0,0],[7817,0,0],[7818,0,0],[7819,0,0],[7820,0,0],[7821,0,0],[7822,1,0],[7823,0,-1],[7824,0,0],[7825,0,0],[7826,0,0],[7827,0,0]]"
674,0,"[[7828,0,0],[7829,0,0],[7830,0,0],[7831,0,0],[7832,0,0]]"
675,4,"[[7833,5,-11],[7834,5,-11]]"
676,5,"[[7835,0,0],[7836,0,0]]"
677,1,"[[7837,0,0],[7838,0,0],[7839,0,0],[7840,0,0],[7841,0,0],[7842,0,0],[7843,0,0],[7844,0,0],[7845,-1,0],[7846,-1,0],[7847,0,0],[7848,0,0],[7849,0,0],[7850,0,0],[7851,0,0],[7852,0,0],[7853,0,0],[7854,0,0],[7855,0,0],[7856,0,0]]"
678,2,"[[7857,2,0],[7858,0,0],[7859,0,0],[7860,0,0],[7861,0,0],[7862,0,0],[7863,0,0],[7864,1,0],[7865,0,0],[7866,1,0],[7867,1,0],[7868,0,0],[7869,0,1],[7870,0,1],[7871,0,0]]"
679,4,"[[7872,0,-4],[7873,-1,-3]]"
680,4,"[[7874,1,0],[7875,0,0]]"
681,4,"[[7876,2,-4],[7877,1,-4]]"
682,4,"[[7878,3,-3],[7879,-1,-3]]"
683,1,"[[7880,0,0],[7881,0,0],[7882,0,0],[7883,0,0],[7884,0,0],[7885,0,0],[7886,0,0],[7887,0,0],[7888,0,0],[7889,0,0],[7890,0,0],[7891,0,0],[7892,0,0],[7893,0,0],[7894,0,0],[7895,0,0],[7896,0,0],[7897,0,0],[7898,0,0],[7899,0,0]]"
684,2,"[[7900,1,0],[7901,0,0],[7902,-1,0],[7903,0,0],[7904,0,0],[7905,0,0],[7906,0,0],[7907,1,0],[7908,1,0],[7909,2,0],[7910,1,-1],[7911,0,0],[7912,0,1],[7913,0,0],[7914,0,0]]"
685,1,"[[7915,0,0],[7916,0,0],[7917,0,0],[7918,0,0],[7919,0,0],[7920,0,0],[7921,0,0],[7922,0,0],[7923,-1,0],[7924,-1,0],[7925,-1,0],[7926,0,0],[7927,0,0],[7928,0,0],[7929,0,0],[7930,0,0],[7931,0,0],[7932,0,0],[7933,0,0],[7934,0,0]]"
686,2,"[[7935,1,0],[7936,0,0],[7937,0,0],[7938,0,0],[7939,0,0],[7940,1,0],[7941,0,0],[7942,0,0],[7943,0,0],[7944,1,0],[7945,0,0],[7946,0,0],[7947,0,1],[7948,0,1],[7949,0,0]]"
687,3,"[[7950,10,14],[7951,15,17],[7951,10,18],[7951,11,18],[7951,11,17],[7951,13,19],[7951,18,24],[7951,18,19],[7951,17,19],[7952,14,11],[7953,-2,12],[7953,-8,-2],[7954,5,6],[7955,0,1],[7953,-8,31],[7956,-8,-33],[7951,7,15],[7951,7,15],[7951,21,19],[7951,12,24],[7951,24,20],[7951,16,25],[7951,22,8],[7951,17,16]]"
688,3,"[[7957,-6,11],[7958,23,16],[7958,21,20],[7959,-9,17],[7959,-10,16],[7963,33,6],[7960,3,6],[7960,2,0],[7960,2,0],[7958,26,11],[7961,-33,2],[79,0,0],[7962,16,3],[7962,11,4],[7963,13,11],[7961,-38,-13],[7957,-6,3],[7957,-8,3],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
689,3,"[[7965,-1,-1],[7966,20,-1],[7966,16,-1],[7967,20,-3],[7967,20,-3],[7966,19,-1],[7968,26,-1],[7966,27,-1],[7966,26,-1],[7969,-1,4],[79,0,0],[79,0,0],[7970,-1,3],[7971,0,1],[7972,5,8],[79,0,0],[7973,-1,-1],[7973,-1,-1],[7975,5,0],[7974,0,0],[7975,5,0],[7974,0,0],[7976,3,0],[7977,2,-1]]"
690,3,"[[7978,1,21],[7979,-3,3],[7979,-3,5],[7980,-3,-1],[7980,-3,-1],[7981,-3,1],[7982,-3,7],[7982,-3,1],[7982,-3,1],[7979,2,-6],[7983,-1,-1],[79,0,0],[7984,18,-2],[7985,6,-3],[7986,11,16],[79,0,0],[7987,0,11],[7987,0,10],[7987,-6,10],[7988,-3,2],[7989,-4,2],[7990,-3,2],[7991,-5,0],[7992,-5,-2]]"
691,4,"[[7993,0,-9],[7994,-5,-9]]"
692,1,"[[7995,0,0],[7996,0,0],[7997,0,0],[7998,0,0],[7999,0,0],[8000,0,0],[8001,0,0],[8002,0,0],[8003,0,0],[8004,0,0],[8005,0,0],[8006,0,0],[8007,0,0],[8008,0,0],[8009,0,0],[8010,0,0],[8011,0,0],[8012,0,0],[8013,0,0],[8014,0,0]]"
693,2,"[[8015,1,0],[8016,0,0],[8017,-1,0],[8018,0,0],[8019,0,0],[8020,0,0],[8021,-1,0],[8022,1,0],[8023,1,0],[8024,1,0],[8025,0,0],[8026,0,0],[8027,0,0],[8028,0,0],[8029,-1,0]]"
694,0,"[[8030,0,-10],[8031,0,-10],[8032,0,-10],[8033,0,-10],[8034,0,-10]]"
695,1,"[[8035,-1,-8],[8036,-1,-8],[8037,-1,-9],[8038,0,-8],[8039,-1,-7],[8040,-1,-7],[8041,-1,-8],[8042,0,-8],[8043,-1,-8],[8044,-1,-8],[8045,-1,-10],[8046,1,-6],[8047,-1,-8],[8048,-1,-7],[8049,-1,-8],[8050,-1,-7],[8051,0,-7],[8052,0,-6],[8053,1,-8],[8054,-1,-8]]"
696,2,"[[8055,3,-6],[8056,-1,-5],[8057,-2,-6],[8058,0,-6],[8059,0,-6],[8060,-4,-6],[8061,-3,-6],[8062,-2,-6],[8063,-1,-6],[8064,2,-6],[8065,-2,-5],[8066,-3,-6],[8067,0,-5],[8068,-5,-5],[8069,-3,-6]]"
697,0,"[[8070,-7,-11],[8071,-7,-11],[8072,-7,-11],[8073,-7,-11],[8074,-8,-11]]"
698,1,"[[8075,-9,-36],[8076,-1,-30],[8077,-1,-32],[8078,-3,-28],[8079,-1,-30],[8080,-2,-31],[8081,0,-32],[8082,-1,-29],[8083,-1,-17],[8084,-1,-15],[8085,-3,-25],[8086,-1,-30],[8087,-9,-33],[8088,-9,-33],[8089,0,-31],[8090,0,-26],[8091,0,-33],[8092,0,-29],[8093,0,-31],[8094,0,-31]]"
699,2,"[[8095,1,-6],[8096,-2,-6],[8097,-1,-6],[8098,-3,-6],[8099,-1,-6],[8100,0,-6],[8101,-4,-6],[8102,-2,-6],[8103,0,-6],[8104,1,-6],[8105,1,-8],[8106,-1,-6],[8107,1,-5],[8108,1,-6],[8109,-4,-6]]"
700,0,"[[8110,-4,-15],[8111,-4,-15],[8112,-4,-15],[8113,-4,-15],[8114,-3,-15]]"
701,1,"[[8115,-3,-22],[8116,-4,-20],[8117,-5,-22],[8118,-4,-17],[8119,-3,-21],[8120,-5,-21],[8121,-3,-22],[8122,-4,-21],[8123,-5,-9],[8124,-5,-10],[8125,-6,-17],[8126,-4,-20],[8127,-4,-21],[8128,-3,-20],[8129,-5,-23],[8130,-2,-18],[8131,-5,-22],[8132,-4,-18],[8133,-5,-23],[8134,-5,-22]]"
702,2,"[[8135,-3,0],[8136,-1,0],[8137,-3,0],[8138,-5,0],[8139,-3,0],[8140,-5,0],[8141,-3,0],[8142,-2,0],[8143,-4,0],[8144,-3,0],[8145,-3,0],[8146,0,-2],[8147,0,0],[8148,0,-2],[8149,-4,-1]]"
703,4,"[[8150,2,3],[8151,3,3]]"
